Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt11394158/?ref_=adv_li_tt,Miss Juneteenth,6.4,"1,515","A former beauty queen and single mom prepares her rebellious teenage daughter for the ""Miss Juneteenth"" pageant.",Channing Godfrey Peoples
https://www.imdb.com/title/tt12325668/?ref_=adv_li_tt,Pearl,4.6,187,"After her mother is murdered by her stepfather, gifted 15 year old student Pearl goes to live with an ex-lover of her mother, a grumpy unemployed film director who, pending the results of a paternity test, may be her biological father.",Bobby Roth
https://www.imdb.com/title/tt11695654/?ref_=adv_li_tt,Uncle Peckerhead,5.9,"1,675","When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",Matthew John Lawrence
https://www.imdb.com/title/tt10731264/?ref_=adv_li_tt,Suraj Pe Mangal Bhari,5.9,"3,056","In the 1990s, a wedding detective has to perform background checks on prospective grooms. In the time before social media and mobile phones, everything has to be done in person.",Abhishek Sharma
https://www.imdb.com/title/tt3993886/?ref_=adv_li_tt,All Day and a Night,5.8,"3,236",A young man who committed a homicide deals with the repercussions of his action.,Joe Robert Cole
https://www.imdb.com/title/tt12739994/?ref_=adv_li_tt,The 100 Candles Game,4.8,698,A group of friends reunited to play a game. Each one of them expects to get something about it. The rules of the game are to tell a story of horror for each candle.,Victor Català
https://www.imdb.com/title/tt10039524/?ref_=adv_li_tt,Luxor,5.3,471,"When British aid worker Hana returns to the ancient city of Luxor, she meets former lover Sultan. As she wanders, haunted by the familiar place, she struggles to reconcile the choices of the past with the uncertainty of the present.",Zeina Durra
https://www.imdb.com/title/tt11390442/?ref_=adv_li_tt,Betrayed,7.3,680,"We follow the Jewish Braude family's experiences when the Jews are arrested and deported from the camp Berg, on the ship Donau and down to the extermination in the concentration camp in Auschwitz.",Eirik Svensson
https://www.imdb.com/title/tt4016312/?ref_=adv_li_tt,The Book of Vision,5.4,134,"Eva, a mysterious doctor, searches for an answer to her urgent dilemma as she unravels Dr. Anmuth's Book of Vision. Stellan gets involved in her life and is forced to confront his own nature, as Eva faces the biggest decision of her life.",Carlo Hintermann
https://www.imdb.com/title/tt6527456/?ref_=adv_li_tt,Asphalt Burning,5.1,"1,866","The third and final installment in the Burnout trilogy. This time, the road leads trough Norway, to Sweden, Denmark and finally Germany to race on the famous racing track, Nürburgring.",Hallvard Bræin
https://www.imdb.com/title/tt7260052/?ref_=adv_li_tt,Sugar Daddy,5.8,198,"Darren, a young talented musician, dreams of making music like nobody has before. But she's broke. Desperate for cash, she signs up to a paid-dating website, throwing herself down a dark path that shapes her music with it.",Wendy Morgan
https://www.imdb.com/title/tt10375972/?ref_=adv_li_tt,The Good Traitor,6.4,617,"Kauffmann, who was the Danish ambassador to Washington in 1939 when World War II started and who declared himself to be the only true representative of a free Denmark in opposition to the Nazis.",Christina Rosendahl
https://www.imdb.com/title/tt8880922/?ref_=adv_li_tt,Se upp för Jönssonligan,3.9,"3,317","A reboot of the famous Swedish saga ""Jönssonligan"" (""The Jönsson Gang"")",Tomas Alfredson
https://www.imdb.com/title/tt11357580/?ref_=adv_li_tt,Luz,7.2,"1,146","What began as a friendship turns into a fierce romance in this heart-wrenching drama. LUZ is a story of survival, not only for the lives of both men, but for their relationship as it transitions to the world outside their cell.",Jon Garcia
https://www.imdb.com/title/tt9191844/?ref_=adv_li_tt,Fear Pharm,4.3,560,Four people enter a corn maze for Halloween and are picked off one by one by the twisted family who own the scare attraction.,Dante Yore
https://www.imdb.com/title/tt8907890/?ref_=adv_li_tt,Velvet Nagaram,5.2,118,The Story deals the Problem between People and Government . A Decent Crime Thriller.,Manoj Kumar Natarajan
https://www.imdb.com/title/tt3212608/?ref_=adv_li_tt,Algorithm: BLISS,6.1,830,"Vic Beckett, a brilliant researcher, creates the ultimate App that taps into the pleasure center of the brain and transmits a feeling of nirvana to the user. Instant celebrity and unlimited... See full summary »",Isak Borg
https://www.imdb.com/title/tt7400998/?ref_=adv_li_tt,LX 2048,4.8,"1,102",A fatally ill man tries to secure the future of his family in a world where the toxicity of the sun forces people to stay inside during the daytime.,Guy Moshe
https://www.imdb.com/title/tt11685322/?ref_=adv_li_tt,Sweet Thing,7.2,595,The story revolves around two siblings and their struggle to find solid ground in the homes of their alcoholic father and negligent mother. The children ultimately run away and find a temporary life for themselves.,Alexandre Rockwell
https://www.imdb.com/title/tt6461664/?ref_=adv_li_tt,Emily and the Magical Journey,4.5,114,Emily and her mother live alone after losing her father. She wants to help her mother find happiness and to learn about the father she never knew. When Emily finds a mysterious chest that ... See full summary »,Marcus Ovnell
https://www.imdb.com/title/tt12393526/?ref_=adv_li_tt,Bulbbul,6.6,"10,294","A man returns home after years to find his brother's child bride now grown up and abandoned, and his ancestral village plagued by mysterious deaths.",Anvita Dutt
https://www.imdb.com/title/tt4269310/?ref_=adv_li_tt,Chronicle of a Serial Killer,7.8,"1,979","What goes through the mind of a serial killer as he meticulously plots his crimes, researching his victims and entrapping them while they are none the wiser?",Steve Stanulis
https://www.imdb.com/title/tt12631030/?ref_=adv_li_tt,Battle of the Bulge: Winter War,2.4,236,Soldiers last stand.,Steven Luke
https://www.imdb.com/title/tt11735544/?ref_=adv_li_tt,Beans,6.8,175,"Based on true events, Tracey Deer's debut feature chronicles the 78-day standoff between two Mohawk communities and government forces in 1990 in Quebec.",Tracey Deer
https://www.imdb.com/title/tt11093134/?ref_=adv_li_tt,My Best Part,5.5,195,"Jeremie, a young man at his breaking point, leaves Paris to return to his intrusive mother in Limosin.",Nicolas Maury
https://www.imdb.com/title/tt7363104/?ref_=adv_li_tt,Khuda Haafiz,7.4,"16,318",A newly married couple's life falls in jeopardy when the wife goes missing under mysterious circumstances.,Faruk Kabir
https://www.imdb.com/title/tt8960138/?ref_=adv_li_tt,Shortcut,3.9,874,A mysterious creature terrorizes five teenage friends after their bus takes a shortcut on a desolate road in the wild.,Alessio Liguori
https://www.imdb.com/title/tt11819890/?ref_=adv_li_tt,Pokémon the Movie: Secrets of the Jungle,8.7,174,"The story of Koko, a young boy raised by Pokémon, and the creation of a new bond between humans and Pokémon.",Tetsuo Yajima
https://www.imdb.com/title/tt7939428/?ref_=adv_li_tt,10 Things We Should Do Before We Break Up,4.6,872,"After Abigail, a single mom of two, becomes pregnant following a one-night stand with Ben, the unlikely pair try to make a go of it.",Galt Niederhoffer
https://www.imdb.com/title/tt8318284/?ref_=adv_li_tt,The Legion,3.1,669,"Noreno, a half-Roman, is entrusted with the mission of crossing the snowy mountains of Armenia, swarming with Parthian patrols, to seek help for his slowly dying men.",Jose Magan
https://www.imdb.com/title/tt8365306/?ref_=adv_li_tt,Relentless,4.6,45,An ex-convict released from prison comes to the aid of a young prostitute from a gang. He has one day to stay out of trouble before he leaves to start his new life. As events accelerate out... See full summary »,Steven Murphy
https://www.imdb.com/title/tt10675392/?ref_=adv_li_tt,Saezuru Tori Wa Habatakanai: The Clouds Gather,7.2,405,"Yashiro is the young leader of Shinseikai and the president of the Shinseikai Enterprise, but like so many powerful men, he leads a double life as a deviant and a masochist. Doumeki Chikara... See full summary »",Kaori Makita
https://www.imdb.com/title/tt8974352/?ref_=adv_li_tt,Odd Man Rush,5.3,223,"When Harvard hockey's Bobby Sanders lands in Sweden's minor leagues, his relationship with the girl at the local market forces him to confront the reality of his childhood NHL dream before the Hockey Gods intervene.",Doug Dearth
https://www.imdb.com/title/tt10441806/?ref_=adv_li_tt,The Way We Are,5.6,"4,918",A group of old friends get together to be with their beloved aunt/grandmother who took care of them when they were kids for her last days. And things get complicated.,Caner Özyurtlu
https://www.imdb.com/title/tt9507234/?ref_=adv_li_tt,Digimon Adventure: Last Evolution Kizuna,7.5,"1,072","The team discovers that when they grow up, their relationship with their Digimon will come closer to an end. They realize that the more they fight, the faster their bond breaks and the time to choose is approaching fast.",Tomohisa Taguchi
https://www.imdb.com/title/tt9893824/?ref_=adv_li_tt,Bright Hill Road,4.6,219,"When a misstep after a workplace shooting puts alcoholic Marcy on leave, she heads out to see her sister in California. Halfway there, she stops for a couple of days at the Bright Hill Road... See full summary »",Robert Cuffley
https://www.imdb.com/title/tt13535454/?ref_=adv_li_tt,Gabriel's Inferno: Part Two,6.9,496,Professor Emerson learns the truth about Julia but his realization comes too late. Julia is done waiting for him to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?,Tosca Musk
https://www.imdb.com/title/tt13105824/?ref_=adv_li_tt,My Missing Valentine,7.2,"1,103",A girl who does everything so quickly that she's always one step ahead of others found out that her Valentine's Day has mysteriously passed when she wakes up the next morning.,Yu-Hsun Chen
https://www.imdb.com/title/tt11559138/?ref_=adv_li_tt,Young Hunter,6.1,772,A 15-year-old young man burning with desire to have sex with another man gets involved with a manipulative and exploitative porn plot.,Marco Berger
https://www.imdb.com/title/tt8722624/?ref_=adv_li_tt,Really Love,8.3,6,"Set in a gentrifying Washington DC, a rising Black painter tries to break into a competitive art world, while balancing a whirlwind romance he never expected.",Angel Kristi Williams
https://www.imdb.com/title/tt9735976/?ref_=adv_li_tt,Wheels of Fortune,5.4,590,"In order to claim his inheritance, a born loser travels the country with his childhood friends to prove he can be a winner. Ish.",Shaun Paul Piccinino
https://www.imdb.com/title/tt8068826/?ref_=adv_li_tt,Switched,4.9,545,"Tired of being bullied, Cassandra Evans prays that her nemesis, Katie Sharp, the queen bee of social media, would know what it's like to walk a day in her shoes. Her prayer is answered in an unexpected way when they get ""Switched.""",John K.D. Graham
https://www.imdb.com/title/tt12677092/?ref_=adv_li_tt,C U Soon,7.8,"4,889","A software engineer, living in Kerala, is prompted by his family to look for his cousin's missing fiancee. As they stumble upon her video-based suicide note, he races against time to find her.",Mahesh Naryanan
https://www.imdb.com/title/tt9850050/?ref_=adv_li_tt,Charter,6.3,934,"After a divorce, Alice hasn't seen her children in two months as she awaits a custody verdict. When her son calls her in the middle of the night, Alice takes action, abducting the children on an illicit charter trip to the Canary Islands.",Amanda Kernell
https://www.imdb.com/title/tt5538670/?ref_=adv_li_tt,Jailbreak Pact,7.1,"1,662",This drama is inspired on a real event in 1990 when 49 political prisoners escaped from a tunnel that took 18 months to dig.,David Albala
https://www.imdb.com/title/tt10875068/?ref_=adv_li_tt,Deadly Promises,6.0,455,"At Castle Park High, both Dillon and Travis have a crush on Megan. Dillon would kill for her but not if a hidden secret in the basement kills them first.",Joseph Ramos
https://www.imdb.com/title/tt9056822/?ref_=adv_li_tt,The Man in the Hat,6.2,389,The Man in the Hat journeys through France in a Fiat 500 accompanied by a framed photograph of an unknown woman. He is pursued by five angry men in a Citroën Dyane. Why are they chasing him? And how can he shake them off?,John-Paul Davidson
